"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"15628",7756,2000,1000,18,0,"2.High school",FALSE,117,0.211538462,0.044748521,TRUE,0,0,"No romantic union",3,0,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.393666667,3.658034197,1.0978,1.0686,3.746674667
"15630",7756,2002,865,20,0,"2.High school",FALSE,217,1.211538462,1.467825444,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.425619073,2.7748,2.0129,1.204,3.667533247
"15633",7756,2005,1280,23,0,"2.High school",FALSE,348,2.173076923,4.722263314,TRUE,1,0,"No romantic union",3,0,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15634",7756,2006,1368,24,0,"2.High school",FALSE,402,3.211538462,10.31397929,TRUE,1,0,"No romantic union",3,0,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15635",7756,2007,1425,25,0,"2.High school",FALSE,449,4.115384615,16.93639053,TRUE,0,0,"No romantic union",3,0,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15636",7756,2008,1587,26,0,"2.High school",FALSE,497,5.038461538,25.38609467,TRUE,1,0,"No romantic union",3,0,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15637",7756,2009,1671,27,0,"2.High school",FALSE,550,6.057692308,36.69563609,TRUE,0,0,"No romantic union",3,0,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15638",7756,2010,1671,28,0,"2.High school",FALSE,603,7.076923077,50.08284024,TRUE,0,0,"Cohabiting",3,1,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15640",7756,2013,1855,31,1,"2.High school",FALSE,763,10.15384615,103.1005917,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15641",7765,1998,525,17,0,"1.Less than HS",TRUE,23,0.442307692,0.195636095,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15643",7765,2000,727,19,1,"2.High school",FALSE,72,0.519230769,0.269600592,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15646",7765,2003,750,22,2,"2.High school",TRUE,166,1.057692308,1.118713018,FALSE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15647",7765,2004,750,23,2,"2.High school",FALSE,186,1.442307692,2.080251479,FALSE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15648",7765,2005,675,24,3,"2.High school",FALSE,208,0.423076923,0.178994083,TRUE,0,0,"Married",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15649",7765,2006,775,25,3,"2.High school",FALSE,258,1.384615385,1.917159763,TRUE,0,0,"Married",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15650",7765,2007,400,26,3,"2.High school",FALSE,305,0.423076923,0.178994083,FALSE,1,0,"Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"15651",7765,2008,850,27,3,"2.High school",FALSE,359,2.384615385,5.686390533,TRUE,0,0,"No romantic union",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15652",7765,2009,850,28,3,"2.High school",FALSE,404,3.25,10.5625,TRUE,0,0,"Married",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15653",7765,2010,874,29,3,"2.High school",TRUE,467,4.461538462,19.90532544,TRUE,0,0,"Married",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15654",7765,2011,900,30,3,"2.High school",TRUE,511,5.307692308,28.17159763,TRUE,0,0,"Married",3,1,"Health Care",3.952870972,2.513125656,2.70845,1.405070254,3.841542077
"15655",7765,2013,525,32,3,"2.High school",TRUE,628,1.711538462,2.929363905,TRUE,0,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"15656",7767,2001,515,18,0,"2.High school",TRUE,18,0.346153846,0.119822485,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",2.904633333,2.1975,1.1485,1.3758,3.4475
"15657",7767,2003,705,21,1,"2.High school",FALSE,75,0.826923077,0.683801775,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"15659",7767,2006,825,23,1,"2.High school",FALSE,151,1.25,1.5625,TRUE,0,0,"Married",3,1,"Educational and Social Services",2.904633333,2.1975,1.1485,1.3758,3.4475
"15661",7767,2008,1123,26,1,"2.High school",FALSE,269,1.807692308,3.267751479,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15662",7767,2009,1123,26,2,"2.High school",FALSE,305,2.5,6.25,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15663",7767,2013,1200,30,3,"2.High school",FALSE,505,6.346153846,40.27366864,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15664",7769,1999,515,19,0,"1.Less than HS",TRUE,31,0.596153846,0.355399408,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15666",7769,2001,550,21,0,"1.Less than HS",FALSE,95,0.461538462,0.213017751,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15667",7769,2002,575,22,1,"1.Less than HS",FALSE,134,0.307692308,0.094674556,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15669",7769,2004,600,24,1,"1.Less than HS",FALSE,201,0.326923077,0.106878698,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15670",7769,2006,550,26,1,"1.Less than HS",FALSE,286,1.980769231,3.923446746,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15671",7769,2007,600,27,1,"1.Less than HS",FALSE,326,0.557692308,0.31102071,FALSE,0,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15672",7769,2008,600,28,0,"1.Less than HS",FALSE,367,1.346153846,1.812130178,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15674",7773,1999,800,18,0,"2.High school",FALSE,54,0.307692308,0.094674556,FALSE,1,1,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15689",7787,2003,915,20,0,"2.High school",FALSE,101,1.288461538,1.660133136,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15690",7787,2004,980,22,0,"2.High school",FALSE,169,1.096153846,1.201553254,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",4.208400482,2.5575,1.089038219,1.08908,4.24282
"15692",7787,2006,1700,24,0,"2.High school",FALSE,268,0.75,0.5625,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.590123108,2.416279186,3.148307415,1.21115,3.847692385
"15693",7787,2007,1650,24,0,"2.High school",FALSE,311,1.576923077,2.486686391,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.590123108,2.416279186,3.148307415,1.21115,3.847692385
"15694",7787,2008,1225,26,0,"2.High school",FALSE,356,0.846153846,0.715976331,TRUE,1,0,"No romantic union",3,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"15695",7787,2009,1295,26,0,"2.High school",FALSE,394,1.576923077,2.486686391,TRUE,1,0,"No romantic union",3,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"15696",7787,2010,1513,27,0,"2.High school",FALSE,449,2.634615385,6.941198225,TRUE,1,0,"No romantic union",3,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"15697",7787,2011,1575,28,0,"2.High school",FALSE,501,3.634615385,13.21042899,TRUE,1,0,"No romantic union",3,1,"Information and Communications",3.918802682,3.467084581,1.153954326,1.200757505,4.383352396
"15698",7787,2013,1584,30,0,"2.High school",FALSE,604,5.615384615,31.53254438,TRUE,1,0,"No romantic union",3,1,"Other",4.156761241,3.315931593,1.0204,1.0686,4.2445
"15700",7792,2000,600,17,0,"1.Less than HS",TRUE,66,1.269230769,1.610946746,FALSE,1,0,"No romantic union",3,1,"Manufacturing - Nondurable Goods",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15701",7792,2001,650,18,0,"2.High school",TRUE,119,2.288461538,5.237056213,FALSE,0,0,"No romantic union",3,1,"Manufacturing - Nondurable Goods",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15702",7792,2002,680,19,0,"2.High school",TRUE,166,0.307692308,0.094674556,FALSE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15703",7792,2003,825,20,0,"2.High school",FALSE,208,1.115384615,1.24408284,TRUE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15705",7792,2005,975,22,0,"2.High school",FALSE,316,1.134615385,1.287352071,TRUE,1,0,"No romantic union",3,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"15706",7792,2006,1035,23,1,"2.High school",FALSE,332,1.442307692,2.080251479,TRUE,0,0,"No romantic union",3,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"15707",7792,2008,814,25,2,"2.High school",FALSE,391,0.307692308,0.094674556,FALSE,1,0,"Cohabiting",3,1,"Educational and Social Services",4.120853746,2.85915,1.35165,1.3043,4.472463188
"15710",7795,1998,515,18,1,"2.High school",FALSE,70,1.076923077,1.159763314,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15711",7795,1999,833,19,1,"2.High school",FALSE,114,0.423076923,0.178994083,FALSE,1,1,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15712",7795,2000,700,20,1,"2.High school",FALSE,159,1.288461538,1.660133136,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"15713",7795,2001,750,21,1,"2.High school",FALSE,214,2.346153846,5.50443787,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"15714",7795,2002,800,22,1,"2.High school",FALSE,267,3.365384615,11.32581361,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"15715",7795,2003,800,23,1,"2.High school",FALSE,316,4.307692308,18.55621302,FALSE,1,1,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"15716",7795,2004,850,24,1,"2.High school",FALSE,367,5.288461538,27.96782544,TRUE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.124182278,2.0225,1.3526,1.5854,3.8688
"15718",7795,2006,950,26,1,"2.High school",FALSE,480,7.461538462,55.67455621,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.124182278,2.0225,1.3526,1.5854,3.8688
"15719",7795,2007,1050,27,1,"2.High school",FALSE,525,8.326923077,69.33764793,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.124182278,2.0225,1.3526,1.5854,3.8688
"15720",7795,2008,1150,28,1,"2.High school",FALSE,578,9.346153846,87.35059172,FALSE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.043269057,3.5361,2.199,1.4979,3.8299
"15722",7795,2010,1200,30,2,"2.High school",FALSE,684,11.38461538,129.6094675,TRUE,1,0,"Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.043269057,3.5361,2.199,1.4979,3.8299
"15723",7795,2011,1000,31,2,"2.High school",TRUE,729,12.25,150.0625,TRUE,1,0,"Married",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.706133333,3.442855714,1.644835516,1.1512,4.7947
"15724",7795,2013,765,33,2,"2.High school",TRUE,829,0.826923077,0.683801775,FALSE,1,0,"Married",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15725",7798,2001,540,18,0,"1.Less than HS",TRUE,35,0.673076923,0.453032544,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15726",7798,2002,575,19,0,"2.High school",FALSE,88,1.692307692,2.863905325,FALSE,1,1,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15727",7798,2003,600,20,0,"2.High school",TRUE,137,2.634615385,6.941198225,FALSE,1,1,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15728",7798,2004,2600,21,0,"2.High school",TRUE,171,0.538461538,0.289940828,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15729",7798,2005,550,22,1,"2.High school",TRUE,229,1.653846154,2.735207101,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15730",7798,2006,550,23,1,"2.High school",TRUE,275,2.538461538,6.443786982,FALSE,0,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15731",7798,2008,675,25,2,"2.High school",FALSE,359,0.423076923,0.178994083,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15732",7798,2009,740,26,2,"2.High school",FALSE,411,1.423076923,2.025147929,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15733",7798,2010,720,27,3,"2.High school",TRUE,428,1.75,3.0625,FALSE,0,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15734",7798,2013,570,30,3,"3.Some college",FALSE,525,1.865384615,3.479659763,TRUE,1,0,"No romantic union",3,0,"Other",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15736",7811,2001,535,17,0,"1.Less than HS",TRUE,59,1.134615385,1.287352071,FALSE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15738",7811,2003,535,19,0,"2.High school",FALSE,149,1.269230769,1.610946746,TRUE,1,0,"Cohabiting",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"15739",7811,2004,575,20,1,"2.High school",FALSE,194,2.903846154,8.432322485,TRUE,1,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15740",7811,2007,781,24,2,"2.High school",FALSE,334,2.5,6.25,TRUE,1,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15741",7811,2008,751,24,2,"2.High school",FALSE,367,3.134615385,9.825813609,TRUE,0,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15743",7811,2010,815,26,2,"2.High school",FALSE,472,1.673076923,2.799186391,TRUE,1,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15744",7811,2011,835,27,2,"2.High school",FALSE,512,2.442307692,5.964866864,TRUE,0,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15745",7811,2013,840,29,2,"2.High school",FALSE,622,4.557692308,20.77255917,TRUE,0,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15761",7817,2002,600,21,2,"2.High school",FALSE,116,1.25,1.5625,TRUE,1,0,"Cohabiting",2,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.880415318,3.3824,1,1.0226,3.7606
"15762",7817,2004,610,22,2,"2.High school",FALSE,145,0.557692308,0.31102071,FALSE,0,1,"No romantic union",2,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15763",7817,2005,710,24,2,"2.High school",TRUE,174,1.115384615,1.24408284,FALSE,0,1,"Cohabiting",2,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15764",7817,2006,650,25,2,"2.High school",TRUE,209,0.673076923,0.453032544,FALSE,1,0,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15765",7817,2007,1000,25,2,"2.High school",FALSE,258,0.307692308,0.094674556,FALSE,0,0,"No romantic union",2,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"15766",7817,2008,950,26,2,"2.High school",FALSE,309,0.788461538,0.621671598,TRUE,1,0,"Cohabiting",2,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15767",7817,2009,965,27,2,"2.High school",FALSE,356,1.692307692,2.863905325,TRUE,1,0,"Cohabiting",2,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15768",7817,2010,1065,28,2,"2.High school",FALSE,417,2.865384615,8.210428994,FALSE,0,0,"No romantic union",2,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15769",7817,2011,1065,29,2,"2.High school",FALSE,459,3.673076923,13.49149408,FALSE,1,0,"No romantic union",2,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15770",7817,2013,1094,32,2,"2.High school",FALSE,568,5.769230769,33.28402367,FALSE,1,0,"Cohabiting",2,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15772",7819,2000,650,20,2,"1.Less than HS",FALSE,56,0.326923077,0.106878698,FALSE,1,0,"Cohabiting",2,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.255813892,2.635,1.0136,1.2795,4.2507
"15774",7819,2002,628,22,3,"2.High school",FALSE,117,0.942307692,0.887943787,TRUE,1,0,"No romantic union",2,1,"Educational and Social Services",3.124182278,2.0225,1.3526,1.5854,3.8688
"15775",7819,2003,565,22,3,"2.High school",FALSE,160,1.769230769,3.130177515,TRUE,1,0,"Cohabiting",2,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15776",7819,2004,562,24,4,"2.High school",FALSE,199,2.519230769,6.346523669,TRUE,0,0,"Cohabiting",2,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15777",7819,2005,673,25,2,"2.High school",FALSE,210,2.730769231,7.457100592,TRUE,0,0,"Cohabiting",2,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15778",7819,2006,950,26,3,"2.High school",FALSE,259,0.942307692,0.887943787,TRUE,0,0,"Cohabiting",2,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15779",7819,2007,982,27,4,"2.High school",FALSE,309,1.903846154,3.624630178,TRUE,1,0,"No romantic union",2,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
